fake name,school,sex,race/ethnicity,academic engagement,Random Number,Selected (X),school,sex,race,academic engagement
"Saperstein, Jake",Engineering,male,White,39,0.985165958,,,,,
"Delahoussaye, Jeffrey",Education,male,Black,43,0.985173803,,,,,
"Smith, Jacquelyn",Natural Sciences,female,Asian/Pacific Islander,36,0.985208498,,,,,
"Vasilakis, Samantha",Business Administration,female,White,47,0.985217811,,,,,
"Miller, Alyssa",Natural Sciences,female,White,35,0.98522262,,,,,
"Walters, Holland",Liberal Arts,female,White,60,0.985229764,,,,,
"Muraoka, Eunice",Business Administration,female,Asian/Pacific Islander,32,0.985244335,,,,,
"Covello, Brady",Geosciences,male,White,42,0.985330019,,,,,
"Merlos, Acacia",Architecture,female,Hispanic,25,0.985363189,,,,,
"Fletcher, Jaron",Liberal Arts,male,Other,27,0.985412992,,,,,
"Young, Madison",Business Administration,female,White,39,0.985494833,,,,,
"Jones-Robnett, Ebony",Liberal Arts,female,Other,33,0.985495687,,,,,
"Valles, Cheyenne",Liberal Arts,male,Hispanic,29,0.985519471,,,,,
"Whitney, Connor",Engineering,male,White,60,0.985529448,,,,,
"Herman, Ryan",Liberal Arts,male,White,21,0.985531238,,,,,
"Manganello, Hui",Business Administration,female,Asian/Pacific Islander,35,0.985532588,,,,,
"Roseland, Benjamin",Engineering,male,White,36,0.9855373,,,,,
"Cymanski, Seth",Liberal Arts,male,White,22,0.985556478,,,,,
"Rosenthal, Kyra",Natural Sciences,female,White,36,0.985567512,,,,,
"Castellon, Esequiel",Liberal Arts,male,Hispanic,29,0.985588914,,,,,
"Garcia, Audrina",Education,female,Hispanic,34,0.985600163,,,,,
"Duong, Benjamin",Natural Sciences,male,Asian/Pacific Islander,32,0.985614766,,,,,
"Globe, Ronald",Engineering,male,White,49,0.985625279,,,,,
"Echsner, Derek",Engineering,male,White,35,0.985635424,,,,,
"Phan, Dilrodech",Business Administration,female,Asian/Pacific Islander,36,0.985672401,,,,,
"Hall, Ma Chalah",Liberal Arts,female,Other,31,0.985676301,,,,,
"Moore, Jeremiah",Engineering,male,Black,36,0.985684226,,,,,
"Gahtan, Joseph",Nursing,male,White,40,0.98573442,,,,,
"Clements, Makayla",Liberal Arts,female,Other,27,0.985774935,,,,,
"Gomez, Cristina",Liberal Arts,female,Hispanic,36,0.985797525,,,,,
"Wyckoff, John",Liberal Arts,male,White,25,0.985832161,,,,,
"Vialpando, Jose",Business Administration,male,Hispanic,36,0.985839877,,,,,
"Cunningham, Katherine",Natural Sciences,female,White,34,0.985861732,,,,,
"Subia, Julian",Engineering,male,Other,36,0.985875069,,,,,
"Juarez, Abraham",Business Administration,male,Hispanic,42,0.985939686,,,,,
"Sawyers, Todd",Natural Sciences,male,White,48,0.985941671,,,,,
"Martin, Ashley",Liberal Arts,female,White,31,0.985943268,,,,,
"Nyls, Raelynn",Liberal Arts,female,White,28,0.98595273,,,,,
"Hernandez Soto, Patricia",Natural Sciences,female,Other,39,0.985965326,,,,,
"Murry, Dalton",Engineering,male,White,31,0.986050702,,,,,
"Landfair, Laura",Nursing,female,White,38,0.986051455,,,,,
"Hail, Megan",Fine Arts,female,White,49,0.986091703,,,,,
"Ranum, Sydney",Liberal Arts,female,White,30,0.986200172,,,,,
"Luna, Celeste",Business Administration,female,Other,37,0.98621629,,,,,
"Martinez, Diego",Liberal Arts,male,Hispanic,26,0.986224285,,,,,
"Tahlo, Asiah",Liberal Arts,female,Other,26,0.986270615,,,,,
"Williams, Jasmine",Natural Sciences,female,Black,48,0.986274344,,,,,
"Arlen, Jason",Natural Sciences,male,White,30,0.986329493,,,,,
"Davis, Dannielle",Education,female,White,31,0.986398722,,,,,
"Williams, Matthew",Liberal Arts,male,Asian/Pacific Islander,27,0.986531205,,,,,
"Barton, Nickolas",Engineering,male,White,38,0.986587974,,,,,
"Montoya, Isaac",Geosciences,male,Hispanic,31,0.986606718,,,,,
"Garcia, Andrew",Natural Sciences,male,Hispanic,49,0.9866121,,,,,
"Santos, Kelsey",Business Administration,female,White,60,0.986634118,,,,,
"Dewar, Geoffrey",Engineering,male,White,40,0.986648586,,,,,
"Lamb, Layna",Liberal Arts,female,White,60,0.986660924,,,,,
"Quezada-Nunez, Cassandra",Education,female,Hispanic,34,0.98666326,,,,,
"Navalta, Y Nhi",Natural Sciences,female,Asian/Pacific Islander,60,0.986670639,,,,,
"Djokic, Jonathan",Liberal Arts,male,Asian/Pacific Islander,28,0.98668872,,,,,
"Neubauer, Allicia",Fine Arts,female,White,40,0.986705922,,,,,
"Stanley, Jeremy",Communication,male,White,37,0.986724951,,,,,
"Vieyra, Joshua",Business Administration,male,White,33,0.986740209,,,,,
"Diaz, Javier",Natural Sciences,male,Hispanic,45,0.986743607,,,,,
"Herman, Briston",Business Administration,male,White,36,0.986749007,,,,,
"Maestas, Gilberto",Engineering,male,Hispanic,34,0.986766907,,,,,
"Karns, Mackenzie",Natural Sciences,female,White,37,0.986771545,,,,,
"Rothey, Neelish",Liberal Arts,male,Other,28,0.98677465,,,,,
"Mansell, Tyler",Architecture,male,White,26,0.986785476,,,,,
"Butterfield, Dennis",Education,male,White,33,0.98681418,,,,,
"Stamps, Anna",Business Administration,female,White,60,0.986815357,,,,,
"Garcia, Benjamin",Business Administration,male,White,36,0.986862112,,,,,
"Schadel, Shannon",Engineering,male,Other,42,0.986862763,,,,,
"Munoz, Alvina",Architecture,female,Hispanic,34,0.986881481,,,,,
"Morales Alvarado, Jerome",Natural Sciences,male,Hispanic,30,0.986909895,,,,,
"Magid, Sabrina",Natural Sciences,female,White,45,0.986967442,,,,,
"Shin, Joseph",Business Administration,male,Asian/Pacific Islander,39,0.986997598,,,,,
"Henry, Whitney",Natural Sciences,female,White,38,0.98700747,,,,,
"Duran, Colby",Communication,male,Hispanic,36,0.987014988,,,,,
"Perez-Hernandez, Dejia",Business Administration,female,Hispanic,33,0.987023854,,,,,
"Burford, Austin",Natural Sciences,male,White,34,0.987026906,,,,,
"Stanley, Nazaray",Liberal Arts,female,Hispanic,35,0.987053543,,,,,
"Sanchez, Mary",Natural Sciences,female,Other,34,0.987105354,,,,,
"Ouch, Katryn",Education,female,Asian/Pacific Islander,60,0.987138765,,,,,
"Carrejo, Adrian",Engineering,male,Hispanic,43,0.987148307,,,,,
"Taylor, Harry",Business Administration,male,White,30,0.987157522,,,,,
"Minjarez, Adrian",Engineering,male,Hispanic,37,0.987166088,,,,,
"Mather, Mackenzie",Undergraduate Studies,female,Asian/Pacific Islander,50,0.987185505,,,,,
"Chamberlain, Justice",Undergraduate Studies,male,Hispanic,39,0.98719333,,,,,
"Cabael, Jade",Business Administration,female,Asian/Pacific Islander,37,0.987211171,,,,,
"Jackson, Danni",Communication,female,White,38,0.98724856,,,,,
"Flores, Roberto",Liberal Arts,male,Hispanic,27,0.987264087,,,,,
"Abbott, Kelton",Liberal Arts,male,White,44,0.987306285,,,,,
"Marroquin, Tiffany",Nursing,female,Hispanic,39,0.98733689,,,,,
"Salazar, Ruby",Business Administration,female,Hispanic,37,0.987345397,,,,,
"Medina, Kathleen",Natural Sciences,female,White,50,0.987361105,,,,,
"Ridley, Alexia",Engineering,female,White,59,0.987411665,,,,,
"Owen, Emma",Engineering,female,White,41,0.987412316,,,,,
"Lanzl, Parker",Natural Sciences,male,White,40,0.987445423,,,,,
"Koon, Sarah",Architecture,female,White,39,0.987448746,,,,,
"Pinedo Sanchez, Jesus",Liberal Arts,male,Hispanic,42,0.987459007,,,,,
"Nereson, Mark",Fine Arts,male,White,40,0.987460897,,,,,
"Wong, Brian",Natural Sciences,male,Asian/Pacific Islander,34,0.98750334,,,,,
"Lo, Young Joo",Business Administration,female,Asian/Pacific Islander,36,0.987511903,,,,,
"Miller, Amber",Liberal Arts,female,White,30,0.987546428,,,,,
"Rice, Viktoriya",Natural Sciences,female,White,41,0.987576031,,,,,
"Jordan, Mikayla",Liberal Arts,female,White,28,0.987586124,,,,,
"Pinna, Jessica",Education,female,White,32,0.987597028,,,,,
"Wolf, Kristin",Liberal Arts,female,White,28,0.987615006,,,,,
"Combs-Anschutz, Theodore",Communication,male,White,31,0.987621279,,,,,
"Lasalle, Tristan",Education,male,Asian/Pacific Islander,52,0.987628166,,,,,
"Higaki, Asmita",Natural Sciences,female,Asian/Pacific Islander,32,0.987651577,,,,,
"Salas, Anna",Communication,female,White,41,0.987663117,,,,,
"Smith, Sergio",Geosciences,male,White,32,0.987672924,,,,,
"Torres, Hannah",Engineering,female,Hispanic,41,0.987719733,,,,,
"Barkley, Katherine",Liberal Arts,female,White,29,0.987759429,,,,,
"Salinas Frias, Vanessa",Communication,female,Hispanic,37,0.987778792,,,,,
"Seeley, Dakota",Natural Sciences,male,White,34,0.987792701,,,,,
"Dunn-Spratford, Brandon",Natural Sciences,male,White,35,0.987814567,,,,,
"Hatcher, Kennady",Business Administration,female,Other,35,0.987817424,,,,,
"Liu, Ali",Natural Sciences,male,Asian/Pacific Islander,32,0.987852437,,,,,
"Jimenez, Luis",Undergraduate Studies,male,Hispanic,30,0.987946897,,,,,
"Peters, Ethan",Engineering,male,White,38,0.987950446,,,,,
"Anderson, Kody",Natural Sciences,male,White,35,0.987971409,,,,,
"Castanon-Castaneda, Daniel",Natural Sciences,male,Hispanic,39,0.987971673,,,,,
"Rodriguez, Ivan",Engineering,male,Other,38,0.988021288,,,,,
"Midroy, Erin",Natural Sciences,female,White,36,0.988042634,,,,,
"Goodman, Simeon",Natural Sciences,male,Other,28,0.98806436,,,,,
"Mcclellan, Tony",Engineering,male,Asian/Pacific Islander,38,0.988090316,,,,,
"Shriver, Alyssa",Business Administration,female,White,39,0.988100214,,,,,
"Goddard, Rachel",Undergraduate Studies,female,White,32,0.988114024,,,,,
"Talamantes, Nicholas",Natural Sciences,male,White,32,0.988135554,,,,,
"Davis, Tyler",Natural Sciences,male,White,32,0.988148052,,,,,
"Endo, Alexias",Natural Sciences,female,Asian/Pacific Islander,42,0.988157297,,,,,
"Domben, Renae",Liberal Arts,female,White,28,0.988204063,,,,,
"Head, Connor",Liberal Arts,male,White,25,0.988205444,,,,,
"Nguyen, Siyang",Engineering,male,Asian/Pacific Islander,37,0.988218032,,,,,
"Talain, Edward",Engineering,male,Asian/Pacific Islander,40,0.988232035,,,,,
"Graham, Alexandria",Natural Sciences,female,White,36,0.988243763,,,,,
"Barton, Sarah",Engineering,female,White,46,0.988319618,,,,,
"Luce, Paris",Natural Sciences,female,White,35,0.988373053,,,,,
"Holstrom, Erin",Communication,female,White,41,0.988401201,,,,,
"Stanford, Alexandra",Natural Sciences,female,White,34,0.988414728,,,,,
"Collier, Mercy",Engineering,female,Other,38,0.988422471,,,,,
"Smith-Keagle, Christine",Business Administration,female,White,34,0.98842634,,,,,
"Daniels, Tyler",Engineering,male,White,39,0.988429288,,,,,
"Thompson, Jennifer",Natural Sciences,female,White,36,0.988429294,,,,,
"Rangel, Santana",Business Administration,male,Hispanic,44,0.988451267,,,,,
"Ayala-Magana, Kayla",Natural Sciences,female,Hispanic,39,0.98845364,,,,,
"Zarate, Casandra",Education,female,Other,40,0.988457851,,,,,
"Rodriguez, Aron",Natural Sciences,male,Hispanic,33,0.988459043,,,,,
"Qiu, Summer",Liberal Arts,female,Other,33,0.988476109,,,,,
"Tegethoff, Tyler",Communication,male,White,34,0.988512684,,,,,
"Meyer, Alexa",Communication,female,White,34,0.988521153,,,,,
"Williams, Kameran",Engineering,male,Black,35,0.988538084,,,,,
"Villa Morales, Nicole",Liberal Arts,female,Hispanic,30,0.988618913,,,,,
"Costello, Amber",Liberal Arts,female,White,27,0.988630215,,,,,
"Reeves, Angela",Engineering,female,Hispanic,43,0.988657538,,,,,
"Gomez, Alixandria",Business Administration,female,Hispanic,38,0.988723388,,,,,
"Baca, Dejah",Business Administration,male,Hispanic,30,0.988813997,,,,,
"Ingersoll, Samuel",Natural Sciences,male,White,31,0.988817292,,,,,
"Alvarez Valentin, Erika",Undergraduate Studies,female,Hispanic,33,0.988817649,,,,,
"Parada, Elijah",Natural Sciences,male,Hispanic,37,0.988835171,,,,,
"Gharibyar, Patrick",Geosciences,male,White,40,0.98886762,,,,,
"Bacovcin, Paige",Engineering,female,White,38,0.988871711,,,,,
"Battulga, Hannah",Natural Sciences,female,Asian/Pacific Islander,35,0.988877222,,,,,
"Rivera, Karina",Business Administration,female,Hispanic,50,0.988889441,,,,,
"Fambrough, Blake",Engineering,male,White,60,0.988894449,,,,,
"Crawford, Christopher",Business Administration,male,White,41,0.988894572,,,,,
"Wells, Taylor",Natural Sciences,female,White,42,0.988900955,,,,,
"Arens, Kevin",Communication,male,White,30,0.988936552,,,,,
"Gorman, Lucas",Liberal Arts,male,Hispanic,26,0.988952426,,,,,
"Graner, Colan",Natural Sciences,male,White,36,0.988960896,,,,,
"Ruiz, Luis",Business Administration,male,Hispanic,43,0.988964222,,,,,
"Rhoades, Parker",Engineering,male,White,41,0.988968698,,,,,
"Jacquez, Amanda",Natural Sciences,female,Other,35,0.988993003,,,,,
"Segura, Hannah",Engineering,female,Hispanic,44,0.989064129,,,,,
"Gonzales, Victor",Communication,male,Hispanic,29,0.989076667,,,,,
"Fenninger, Aubrey",Natural Sciences,female,White,43,0.989094277,,,,,
"Specht, Cassandra",Education,female,White,36,0.989114605,,,,,
"Beltran, Joey",Liberal Arts,male,Hispanic,45,0.989186138,,,,,
"Larimore, Juan",Liberal Arts,male,Hispanic,23,0.989191733,,,,,
"Barcelona, Sabrina",Natural Sciences,female,Hispanic,41,0.989202391,,,,,
"Sanchez, Ismael",Undergraduate Studies,male,Hispanic,31,0.989213659,,,,,
"Mcknight, Raymond Kiet",Engineering,male,Asian/Pacific Islander,39,0.989268772,,,,,
"Davis, Sanket",Liberal Arts,male,Asian/Pacific Islander,27,0.989338112,,,,,
"Santillano, Joseph",Liberal Arts,male,Hispanic,23,0.9893458,,,,,
"Davis, Conlan",Liberal Arts,male,White,30,0.989348304,,,,,
"Seufert, Courtney",Liberal Arts,female,White,40,0.989373617,,,,,
"Sanchez-Davila, Jajaira",Natural Sciences,female,Hispanic,33,0.989377101,,,,,
"Orucuta-Quintos, Francisco",Natural Sciences,male,Hispanic,52,0.989397009,,,,,
"England, Marina",Geosciences,female,White,42,0.989398949,,,,,
"Muniz, Alejandro",Liberal Arts,male,Hispanic,39,0.989423741,,,,,
"Anaya, Mario",Engineering,male,Other,50,0.989476637,,,,,
"Mckenna, Anthony",Communication,male,White,35,0.98948681,,,,,
"Hyney, Jonathan",Fine Arts,male,White,41,0.989489813,,,,,
"Evans, Dominique",Undergraduate Studies,female,Black,39,0.989490909,,,,,
"Cho, Sierra",Natural Sciences,female,Asian/Pacific Islander,40,0.98949932,,,,,
"Lacy, Vaughn",Education,male,White,30,0.98958242,,,,,
"Thabit, Odessey",Undergraduate Studies,female,Black,35,0.98959568,,,,,
"Vue, Sherry",Liberal Arts,female,Other,30,0.989596592,,,,,
"Jacobs, Savanah",Engineering,female,White,41,0.989624106,,,,,
"Grafelman, Juliana",Communication,female,White,31,0.98964252,,,,,
"Fels, Kathryn",Education,female,White,36,0.989650604,,,,,
"Gillies, Kayla",Natural Sciences,female,White,52,0.989679452,,,,,
"Wilbee, Lauren",Liberal Arts,female,White,33,0.989691425,,,,,
"Kester, Brittany",Natural Sciences,female,White,35,0.989700407,,,,,
"Enriquez De Santiago, Angelo",Undergraduate Studies,male,Hispanic,30,0.989759312,,,,,
"Vasquez, Javier",Business Administration,male,Hispanic,33,0.989781661,,,,,
"Romero, Jesus",Natural Sciences,male,Hispanic,33,0.989826381,,,,,
"Vecchio, Jennifer",Engineering,female,White,44,0.989980108,,,,,
"Holland, Talya",Education,female,Black,41,0.989997342,,,,,
"Galvan-Magallanes, Nickoleus",Natural Sciences,male,Hispanic,31,0.990000683,,,,,
"Blong, Jessie",Engineering,male,White,40,0.99007505,,,,,
"Bruder, Nicholas",Education,male,White,24,0.990092312,,,,,
"Valero, Erik",Natural Sciences,male,Other,36,0.990177298,,,,,
"Aldrich, Nicholas",Engineering,male,White,37,0.99021106,,,,,
"Henry, Josie",Liberal Arts,female,White,24,0.990268492,,,,,
"Goffena, James",Business Administration,male,White,40,0.990274833,,,,,
"Camarillo, Austin",Liberal Arts,male,Hispanic,34,0.990308965,,,,,
"Ko, Andrew",Natural Sciences,male,Asian/Pacific Islander,33,0.990317009,,,,,
"Martinez, Joseph",Natural Sciences,male,Hispanic,29,0.99034226,,,,,
"Nicholson, Kelsey",Natural Sciences,female,White,41,0.990354572,,,,,
"Johnston, Andrew",Natural Sciences,male,White,37,0.990371272,,,,,
"Whetten, Tyler",Engineering,male,White,35,0.990379545,,,,,
"Kirby, Jordyn Andrew",Engineering,male,Other,41,0.990387532,,,,,
"Morley, Jenette",Natural Sciences,female,White,39,0.990402365,,,,,
"Unruh, Jenesee",Natural Sciences,female,White,31,0.990438676,,,,,
"Villalobos-Garcia, Rueben",Natural Sciences,male,Hispanic,41,0.990464329,,,,,
"Buskey, Etienne",Liberal Arts,female,Other,37,0.99048334,,,,,
"Lee, Keith",Business Administration,male,Asian/Pacific Islander,32,0.990487686,,,,,
"Du, Devon",Natural Sciences,male,Asian/Pacific Islander,33,0.99049216,,,,,
"Tran, Tammy",Natural Sciences,female,Asian/Pacific Islander,39,0.990501014,,,,,
"Kim, Joshua",Engineering,male,Asian/Pacific Islander,37,0.990501707,,,,,
"Packard, Tanner",Liberal Arts,male,White,29,0.990516843,,,,,
"Howes, Zechariah",Business Administration,male,White,41,0.990538044,,,,,
"Mccandless, Clarice",Natural Sciences,female,White,37,0.990538071,,,,,
"Khundgaa, Jari",Natural Sciences,male,Asian/Pacific Islander,41,0.990586548,,,,,
"Hicks, Colin",Engineering,male,White,37,0.990599457,,,,,
"Rowe, Deonta",Engineering,male,Black,35,0.990602835,,,,,
"Palmer, Dane",Liberal Arts,male,White,27,0.990664864,,,,,
"Kuzins, Chloe",Liberal Arts,female,White,25,0.990674446,,,,,
"Brussel, Maya",Business Administration,female,Other,32,0.990684646,,,,,
"Vigil, Lizett",Natural Sciences,female,Hispanic,37,0.990741093,,,,,
"Abeyta, Chase",Natural Sciences,male,White,32,0.990783214,,,,,
"Campbell, Tyler",Engineering,male,White,33,0.990784825,,,,,
"Ruybal, Megan",Natural Sciences,female,Hispanic,38,0.990794849,,,,,
"Vinton, Angel",Liberal Arts,male,Hispanic,23,0.990823361,,,,,
"Pilkington, Bruce",Communication,male,White,32,0.990825605,,,,,
"Marquez Orozco, Victor",Engineering,male,Hispanic,31,0.9908263,,,,,
"Scarantino, Kirsten",Natural Sciences,female,Asian/Pacific Islander,43,0.990866226,,,,,
"Eschino, Nam",Business Administration,male,Asian/Pacific Islander,36,0.990882181,,,,,
"Perkins, Julianna",Social Work,female,Hispanic,30,0.990894632,,,,,
"Jacobson, Collin",Natural Sciences,male,White,29,0.990952221,,,,,
"Colunga, Katherine",Communication,female,Other,35,0.990971218,,,,,
"Peregrino, Carl",Engineering,male,Asian/Pacific Islander,39,0.990982012,,,,,
"Jeong, Rebecca",Natural Sciences,female,Asian/Pacific Islander,35,0.990992416,,,,,
"Rodriguez-Campos, Kayla",Liberal Arts,female,Hispanic,37,0.990992454,,,,,
"Ceja Trujillo, Samantha",Liberal Arts,female,Other,30,0.991016541,,,,,
"Alvarado, Brooke",Liberal Arts,female,Other,45,0.991018273,,,,,
"Geisz, Kelly",Business Administration,female,White,38,0.991053403,,,,,
"Giancaterino, Edwin",Natural Sciences,male,White,46,0.991064407,,,,,
"Peiffer, Nou",Natural Sciences,female,Asian/Pacific Islander,34,0.991068668,,,,,
"Anima, Latiesha",Natural Sciences,female,Hispanic,40,0.991119618,,,,,
"Salazar, Ladina",Natural Sciences,female,Hispanic,35,0.99113323,,,,,
"Ladson, Antonia",Natural Sciences,female,Black,32,0.991140566,,,,,
"Hannig, April",Fine Arts,female,Other,55,0.991181442,,,,,
"Ross, Sara",Natural Sciences,female,Other,34,0.991195858,,,,,
"Marchun, Amber",Liberal Arts,female,White,36,0.991216422,,,,,
"Ditch, Kilian",Business Administration,male,White,43,0.991247868,,,,,
"Ellingson, Rachel",Business Administration,female,White,46,0.991261922,,,,,
"Kim, Borin",Communication,male,Asian/Pacific Islander,42,0.991275755,,,,,
"Bishop, Joseph",Education,male,White,42,0.991306507,,,,,
"Pasillas, Theodore",Natural Sciences,male,Hispanic,31,0.991309113,,,,,
"Romero, Leonardo",Business Administration,male,Hispanic,43,0.991345533,,,,,
"Siriwalothakul, Samuel",Natural Sciences,male,Asian/Pacific Islander,33,0.991350153,,,,,
"Plascencia Teuber, Georgie",Communication,female,White,38,0.991361838,,,,,
